neighbourhood_cleansed,price
XIII Aurelia,56
VII San Giovanni/CinecittĂ ,49
V Prenestino/Centocelle,40
I Centro Storico,110
I Centro Storico,129
I Centro Storico,105
I Centro Storico,72
I Centro Storico,151
I Centro Storico,136
I Centro Storico,250
I Centro Storico,180
II Parioli/Nomentano,50
VI Roma delle Torri,55
XIII Aurelia,44
I Centro Storico,160
XIII Aurelia,67
I Centro Storico,60
I Centro Storico,50
I Centro Storico,110
XIV Monte Mario,41
I Centro Storico,91
I Centro Storico,77
I Centro Storico,125
I Centro Storico,162
I Centro Storico,114
VIII Appia Antica,69
II Parioli/Nomentano,101
II Parioli/Nomentano,81
II Parioli/Nomentano,93
I Centro Storico,84
XI Arvalia/Portuense,54
I Centro Storico,69
II Parioli/Nomentano,84
IV Tiburtina,78
VI Roma delle Torri,55
I Centro Storico,79
XII Monte Verde,59
X Ostia/Acilia,50
II Parioli/Nomentano,179
I Centro Storico,64
XI Arvalia/Portuense,45
XIII Aurelia,23
I Centro Storico,29
I Centro Storico,100
X Ostia/Acilia,49
V Prenestino/Centocelle,69
I Centro Storico,125
I Centro Storico,80
I Centro Storico,94
XIV Monte Mario,75
I Centro Storico,30
XII Monte Verde,35
XV Cassia/Flaminia,161
I Centro Storico,75
I Centro Storico,130
I Centro Storico,94
I Centro Storico,26
XIII Aurelia,19
III Monte Sacro,85
XIII Aurelia,40
I Centro Storico,78
V Prenestino/Centocelle,76
I Centro Storico,38
I Centro Storico,154
II Parioli/Nomentano,85
VII San Giovanni/CinecittĂ ,74
I Centro Storico,119
I Centro Storico,114
II Parioli/Nomentano,69
VI Roma delle Torri,40
I Centro Storico,112
I Centro Storico,97
I Centro Storico,75
XII Monte Verde,56
VII San Giovanni/CinecittĂ ,28
II Parioli/Nomentano,100
I Centro Storico,59
I Centro Storico,70
IV Tiburtina,35
IV Tiburtina,186
I Centro Storico,86
II Parioli/Nomentano,70
XIV Monte Mario,100
XII Monte Verde,40
I Centro Storico,68
XII Monte Verde,75
IV Tiburtina,15
I Centro Storico,60
I Centro Storico,90
II Parioli/Nomentano,100
I Centro Storico,59
I Centro Storico,101
I Centro Storico,101
I Centro Storico,60
I Centro Storico,63
II Parioli/Nomentano,70
I Centro Storico,95
I Centro Storico,60
I Centro Storico,50
X Ostia/Acilia,59
I Centro Storico,74
XV Cassia/Flaminia,60
VIII Appia Antica,90
XI Arvalia/Portuense,34
I Centro Storico,70
II Parioli/Nomentano,30
I Centro Storico,150
III Monte Sacro,113
III Monte Sacro,90
XII Monte Verde,70
XIII Aurelia,65
XIII Aurelia,64
XIII Aurelia,40
VIII Appia Antica,49
I Centro Storico,76
VIII Appia Antica,70
XV Cassia/Flaminia,55
I Centro Storico,119
XIV Monte Mario,49
I Centro Storico,68
I Centro Storico,67
VII San Giovanni/CinecittĂ ,64
III Monte Sacro,120
II Parioli/Nomentano,60
XI Arvalia/Portuense,110
IX Eur,70
X Ostia/Acilia,37
I Centro Storico,40
I Centro Storico,65
I Centro Storico,70
I Centro Storico,162
I Centro Storico,64
VI Roma delle Torri,45
I Centro Storico,50
I Centro Storico,55
V Prenestino/Centocelle,35
I Centro Storico,75
I Centro Storico,136
I Centro Storico,140
XII Monte Verde,200
I Centro Storico,151
I Centro Storico,69
I Centro Storico,124
I Centro Storico,69
I Centro Storico,63
I Centro Storico,55
X Ostia/Acilia,70
X Ostia/Acilia,70
XII Monte Verde,61
I Centro Storico,100
I Centro Storico,85
I Centro Storico,120
I Centro Storico,228
II Parioli/Nomentano,70
I Centro Storico,48
I Centro Storico,180
I Centro Storico,78
I Centro Storico,159
I Centro Storico,86
I Centro Storico,200
I Centro Storico,99
I Centro Storico,103
XIII Aurelia,50
I Centro Storico,140
XIII Aurelia,75
I Centro Storico,130
I Centro Storico,67
I Centro Storico,74
XI Arvalia/Portuense,39
I Centro Storico,130
XIV Monte Mario,68
XIV Monte Mario,54
I Centro Storico,50
I Centro Storico,70
I Centro Storico,95
I Centro Storico,80
I Centro Storico,140
I Centro Storico,179
I Centro Storico,81
I Centro Storico,85
XII Monte Verde,35
I Centro Storico,61
IV Tiburtina,80
V Prenestino/Centocelle,80
I Centro Storico,80
I Centro Storico,35
I Centro Storico,202
IV Tiburtina,75
I Centro Storico,64
IV Tiburtina,87
VIII Appia Antica,180
XIV Monte Mario,81
XIV Monte Mario,75
I Centro Storico,62
XIV Monte Mario,150
I Centro Storico,120
XIII Aurelia,25
XI Arvalia/Portuense,110
I Centro Storico,46
I Centro Storico,68
II Parioli/Nomentano,100
I Centro Storico,57
I Centro Storico,200
VII San Giovanni/CinecittĂ ,80
I Centro Storico,65
I Centro Storico,100
I Centro Storico,120
I Centro Storico,76
I Centro Storico,70
I Centro Storico,70
I Centro Storico,57
I Centro Storico,107
XII Monte Verde,32
I Centro Storico,249
VII San Giovanni/CinecittĂ ,70
VII San Giovanni/CinecittĂ ,65
VII San Giovanni/CinecittĂ ,65
XI Arvalia/Portuense,69
I Centro Storico,65
I Centro Storico,95
I Centro Storico,60
I Centro Storico,105
I Centro Storico,59
IV Tiburtina,10
VII San Giovanni/CinecittĂ ,80
X Ostia/Acilia,42
I Centro Storico,48
IX Eur,40
I Centro Storico,66
I Centro Storico,105
I Centro Storico,80
I Centro Storico,191
II Parioli/Nomentano,140
I Centro Storico,130
XII Monte Verde,70
I Centro Storico,145
I Centro Storico,74
I Centro Storico,120
VI Roma delle Torri,50
I Centro Storico,119
X Ostia/Acilia,32
I Centro Storico,160
I Centro Storico,100
X Ostia/Acilia,40
I Centro Storico,94
XII Monte Verde,115
VII San Giovanni/CinecittĂ ,59
I Centro Storico,79
XIII Aurelia,46
XII Monte Verde,39
II Parioli/Nomentano,40
I Centro Storico,140
XII Monte Verde,75
II Parioli/Nomentano,51
I Centro Storico,168
VI Roma delle Torri,125
I Centro Storico,78
I Centro Storico,88
XII Monte Verde,80
XII Monte Verde,35
I Centro Storico,99
I Centro Storico,77
II Parioli/Nomentano,51
I Centro Storico,224
I Centro Storico,134
I Centro Storico,110
XI Arvalia/Portuense,35
I Centro Storico,99
VIII Appia Antica,90
I Centro Storico,74
I Centro Storico,120
I Centro Storico,140
I Centro Storico,216
I Centro Storico,120
II Parioli/Nomentano,70
I Centro Storico,101
I Centro Storico,63
III Monte Sacro,57
II Parioli/Nomentano,90
XIII Aurelia,50
I Centro Storico,80
I Centro Storico,54
I Centro Storico,116
XIII Aurelia,50
I Centro Storico,85
V Prenestino/Centocelle,45
I Centro Storico,72
I Centro Storico,175
II Parioli/Nomentano,45
I Centro Storico,71
VII San Giovanni/CinecittĂ ,66
I Centro Storico,72
I Centro Storico,328
II Parioli/Nomentano,48
I Centro Storico,95
IV Tiburtina,129
XIV Monte Mario,41
III Monte Sacro,40
I Centro Storico,77
VII San Giovanni/CinecittĂ ,79
I Centro Storico,90
I Centro Storico,76
VI Roma delle Torri,18
I Centro Storico,69
I Centro Storico,62
I Centro Storico,50
I Centro Storico,52
I Centro Storico,45
XI Arvalia/Portuense,57
I Centro Storico,168
V Prenestino/Centocelle,34
XII Monte Verde,55
I Centro Storico,350
II Parioli/Nomentano,20
X Ostia/Acilia,70
II Parioli/Nomentano,32
XII Monte Verde,99
XIII Aurelia,60
I Centro Storico,65
I Centro Storico,88
I Centro Storico,198
I Centro Storico,120
I Centro Storico,290
XV Cassia/Flaminia,104
VII San Giovanni/CinecittĂ ,34
I Centro Storico,115
V Prenestino/Centocelle,38
I Centro Storico,115
I Centro Storico,100
I Centro Storico,64
I Centro Storico,55
I Centro Storico,107
I Centro Storico,115
I Centro Storico,133
II Parioli/Nomentano,29
I Centro Storico,124
I Centro Storico,162
XIII Aurelia,90
I Centro Storico,144
I Centro Storico,100
I Centro Storico,65
I Centro Storico,90
II Parioli/Nomentano,29
II Parioli/Nomentano,44
I Centro Storico,70
VII San Giovanni/CinecittĂ ,75
XIV Monte Mario,40
II Parioli/Nomentano,30
V Prenestino/Centocelle,48
I Centro Storico,70
I Centro Storico,93
XIII Aurelia,62
XIII Aurelia,65
VIII Appia Antica,80
XII Monte Verde,95
I Centro Storico,84
I Centro Storico,55
II Parioli/Nomentano,90
VIII Appia Antica,75
I Centro Storico,59
I Centro Storico,131
IV Tiburtina,32
I Centro Storico,119
I Centro Storico,75
I Centro Storico,87
I Centro Storico,120
XII Monte Verde,89
I Centro Storico,90
XII Monte Verde,132
I Centro Storico,115
II Parioli/Nomentano,165
I Centro Storico,350
XII Monte Verde,60
XIV Monte Mario,27
II Parioli/Nomentano,73
I Centro Storico,144
II Parioli/Nomentano,150
I Centro Storico,210
I Centro Storico,100
I Centro Storico,110
VII San Giovanni/CinecittĂ ,55
II Parioli/Nomentano,109
I Centro Storico,95
I Centro Storico,80
I Centro Storico,117
I Centro Storico,59
V Prenestino/Centocelle,41
I Centro Storico,66
I Centro Storico,140
V Prenestino/Centocelle,19
IX Eur,115
VII San Giovanni/CinecittĂ ,78
VII San Giovanni/CinecittĂ ,83
I Centro Storico,150
I Centro Storico,88
II Parioli/Nomentano,33
I Centro Storico,35
I Centro Storico,45
XIV Monte Mario,37
I Centro Storico,120
I Centro Storico,160
II Parioli/Nomentano,43
I Centro Storico,71
II Parioli/Nomentano,35
I Centro Storico,50
I Centro Storico,102
XIII Aurelia,120
I Centro Storico,60
XIII Aurelia,45
IV Tiburtina,83
XIII Aurelia,200
IV Tiburtina,32
I Centro Storico,63
XIII Aurelia,65
IV Tiburtina,32
XII Monte Verde,70
I Centro Storico,68
I Centro Storico,81
I Centro Storico,110
I Centro Storico,100
I Centro Storico,84
I Centro Storico,170
IX Eur,45
XIII Aurelia,39
I Centro Storico,115
VII San Giovanni/CinecittĂ ,93
I Centro Storico,139
VII San Giovanni/CinecittĂ ,88
I Centro Storico,70
XII Monte Verde,55
XV Cassia/Flaminia,30
I Centro Storico,85
I Centro Storico,75
II Parioli/Nomentano,150
I Centro Storico,73
I Centro Storico,78
I Centro Storico,100
V Prenestino/Centocelle,180
II Parioli/Nomentano,59
XII Monte Verde,80
II Parioli/Nomentano,70
I Centro Storico,70
I Centro Storico,90
I Centro Storico,90
I Centro Storico,71
VII San Giovanni/CinecittĂ ,65
V Prenestino/Centocelle,60
I Centro Storico,59
I Centro Storico,80
I Centro Storico,100
V Prenestino/Centocelle,95
I Centro Storico,60
II Parioli/Nomentano,199
I Centro Storico,80
I Centro Storico,76
I Centro Storico,110
I Centro Storico,69
I Centro Storico,136
XII Monte Verde,166
I Centro Storico,160
VII San Giovanni/CinecittĂ ,52
V Prenestino/Centocelle,61
VII San Giovanni/CinecittĂ ,73
XIII Aurelia,48
II Parioli/Nomentano,70
I Centro Storico,95
X Ostia/Acilia,40
I Centro Storico,171
I Centro Storico,90
XIII Aurelia,100
I Centro Storico,75
I Centro Storico,148
I Centro Storico,59
I Centro Storico,70
X Ostia/Acilia,59
IV Tiburtina,57
I Centro Storico,122
VII San Giovanni/CinecittĂ ,125
I Centro Storico,85
I Centro Storico,100
I Centro Storico,42
V Prenestino/Centocelle,80
I Centro Storico,30
I Centro Storico,165
XIII Aurelia,80
I Centro Storico,80
X Ostia/Acilia,80
I Centro Storico,51
I Centro Storico,61
II Parioli/Nomentano,110
I Centro Storico,64
XIII Aurelia,91
IX Eur,70
I Centro Storico,68
I Centro Storico,75
I Centro Storico,105
I Centro Storico,30
VII San Giovanni/CinecittĂ ,84
I Centro Storico,130
VII San Giovanni/CinecittĂ ,47
I Centro Storico,216
VII San Giovanni/CinecittĂ ,54
VII San Giovanni/CinecittĂ ,62
V Prenestino/Centocelle,54
XII Monte Verde,60
I Centro Storico,64
XIV Monte Mario,104
II Parioli/Nomentano,30
XII Monte Verde,65
XII Monte Verde,55
I Centro Storico,117
I Centro Storico,120
VIII Appia Antica,137
I Centro Storico,87
VIII Appia Antica,83
X Ostia/Acilia,220
XIII Aurelia,95
I Centro Storico,81
I Centro Storico,100
I Centro Storico,65
I Centro Storico,75
I Centro Storico,154
I Centro Storico,56
VII San Giovanni/CinecittĂ ,60
I Centro Storico,60
XI Arvalia/Portuense,41
I Centro Storico,91
II Parioli/Nomentano,100
I Centro Storico,77
I Centro Storico,100
XIII Aurelia,57
I Centro Storico,94
I Centro Storico,63
I Centro Storico,67
I Centro Storico,74
I Centro Storico,62
I Centro Storico,103
I Centro Storico,202
V Prenestino/Centocelle,45
I Centro Storico,78
I Centro Storico,99
XII Monte Verde,37
I Centro Storico,62
I Centro Storico,77
I Centro Storico,201
XIII Aurelia,80
I Centro Storico,79
XIII Aurelia,112
I Centro Storico,59
I Centro Storico,50
XV Cassia/Flaminia,150
XV Cassia/Flaminia,200
XV Cassia/Flaminia,200
XV Cassia/Flaminia,200
VII San Giovanni/CinecittĂ ,45
X Ostia/Acilia,39
II Parioli/Nomentano,45
I Centro Storico,219
I Centro Storico,90
I Centro Storico,90
XIII Aurelia,45
XIII Aurelia,50
I Centro Storico,90
I Centro Storico,117
I Centro Storico,100
I Centro Storico,202
I Centro Storico,267
III Monte Sacro,149
I Centro Storico,90
XII Monte Verde,45
X Ostia/Acilia,80
I Centro Storico,79
VII San Giovanni/CinecittĂ ,30
I Centro Storico,100
I Centro Storico,120
I Centro Storico,43
I Centro Storico,100
I Centro Storico,68
I Centro Storico,50
I Centro Storico,90
I Centro Storico,95
XIII Aurelia,67
I Centro Storico,96
I Centro Storico,119
VII San Giovanni/CinecittĂ ,100
III Monte Sacro,45
I Centro Storico,40
X Ostia/Acilia,110
IX Eur,35
V Prenestino/Centocelle,35
VIII Appia Antica,60
I Centro Storico,79
I Centro Storico,31
VIII Appia Antica,65
I Centro Storico,133
V Prenestino/Centocelle,70
VIII Appia Antica,47
II Parioli/Nomentano,214
III Monte Sacro,80
I Centro Storico,55
I Centro Storico,140
I Centro Storico,180
I Centro Storico,118
XII Monte Verde,28
VII San Giovanni/CinecittĂ ,40
III Monte Sacro,150
VIII Appia Antica,44
I Centro Storico,56
I Centro Storico,110
I Centro Storico,80
IV Tiburtina,25
I Centro Storico,296
I Centro Storico,101
XIII Aurelia,100
XIII Aurelia,130
XIII Aurelia,70
I Centro Storico,125
I Centro Storico,144
I Centro Storico,75
I Centro Storico,100
XIII Aurelia,150
III Monte Sacro,48
I Centro Storico,84
II Parioli/Nomentano,50
VII San Giovanni/CinecittĂ ,42
II Parioli/Nomentano,50
X Ostia/Acilia,48
I Centro Storico,61
I Centro Storico,164
I Centro Storico,78
I Centro Storico,98
V Prenestino/Centocelle,40
I Centro Storico,126
I Centro Storico,115
I Centro Storico,106
II Parioli/Nomentano,50
I Centro Storico,97
III Monte Sacro,40
I Centro Storico,80
XII Monte Verde,21
XII Monte Verde,25
XII Monte Verde,20
I Centro Storico,112
I Centro Storico,110
I Centro Storico,81
I Centro Storico,67
II Parioli/Nomentano,30
I Centro Storico,130
V Prenestino/Centocelle,30
V Prenestino/Centocelle,19
XV Cassia/Flaminia,120
I Centro Storico,50
IV Tiburtina,20
V Prenestino/Centocelle,32
V Prenestino/Centocelle,25
II Parioli/Nomentano,49
I Centro Storico,90
XII Monte Verde,118
I Centro Storico,99
I Centro Storico,125
I Centro Storico,70
I Centro Storico,30
X Ostia/Acilia,60
I Centro Storico,27
I Centro Storico,58
XIII Aurelia,45
I Centro Storico,49
I Centro Storico,60
I Centro Storico,58
I Centro Storico,58
II Parioli/Nomentano,97
I Centro Storico,69
XV Cassia/Flaminia,120
XIII Aurelia,92
I Centro Storico,59
V Prenestino/Centocelle,35
XIV Monte Mario,75
I Centro Storico,100
I Centro Storico,107
I Centro Storico,142
I Centro Storico,120
I Centro Storico,60
X Ostia/Acilia,70
I Centro Storico,100
IV Tiburtina,55
IV Tiburtina,60
IV Tiburtina,55
IV Tiburtina,55
IV Tiburtina,55
X Ostia/Acilia,65
I Centro Storico,250
I Centro Storico,50
I Centro Storico,177
XV Cassia/Flaminia,136
XI Arvalia/Portuense,70
XIII Aurelia,53
I Centro Storico,60
V Prenestino/Centocelle,102
I Centro Storico,123
I Centro Storico,68
II Parioli/Nomentano,350
I Centro Storico,77
VII San Giovanni/CinecittĂ ,95
I Centro Storico,95
I Centro Storico,74
I Centro Storico,70
V Prenestino/Centocelle,72
I Centro Storico,55
I Centro Storico,122
I Centro Storico,60
II Parioli/Nomentano,45
XI Arvalia/Portuense,73
X Ostia/Acilia,60
XIV Monte Mario,98
I Centro Storico,150
III Monte Sacro,52
I Centro Storico,90
III Monte Sacro,50
I Centro Storico,60
I Centro Storico,75
VII San Giovanni/CinecittĂ ,57
III Monte Sacro,74
I Centro Storico,125
I Centro Storico,33
I Centro Storico,81
I Centro Storico,43
I Centro Storico,101
I Centro Storico,50
XIV Monte Mario,110
II Parioli/Nomentano,60
I Centro Storico,95
VII San Giovanni/CinecittĂ ,150
I Centro Storico,117
V Prenestino/Centocelle,150
I Centro Storico,69
VII San Giovanni/CinecittĂ ,38
XI Arvalia/Portuense,54
I Centro Storico,200
I Centro Storico,128
I Centro Storico,70
XII Monte Verde,60
I Centro Storico,100
II Parioli/Nomentano,130
I Centro Storico,60
I Centro Storico,70
VII San Giovanni/CinecittĂ ,150
I Centro Storico,60
XII Monte Verde,60
II Parioli/Nomentano,63
XIII Aurelia,55
VIII Appia Antica,57
XIV Monte Mario,90
I Centro Storico,68
I Centro Storico,99
I Centro Storico,193
I Centro Storico,141
I Centro Storico,79
I Centro Storico,150
I Centro Storico,95
I Centro Storico,49
I Centro Storico,92
I Centro Storico,65
I Centro Storico,75
I Centro Storico,94
XIV Monte Mario,50
VII San Giovanni/CinecittĂ ,55
I Centro Storico,64
I Centro Storico,59
I Centro Storico,90
VII San Giovanni/CinecittĂ ,40
VII San Giovanni/CinecittĂ ,83
I Centro Storico,116
I Centro Storico,124
I Centro Storico,82
II Parioli/Nomentano,70
VII San Giovanni/CinecittĂ ,60
I Centro Storico,170
I Centro Storico,112
X Ostia/Acilia,70
I Centro Storico,70
I Centro Storico,81
I Centro Storico,68
I Centro Storico,97
I Centro Storico,120
I Centro Storico,37
I Centro Storico,110
I Centro Storico,74
VIII Appia Antica,70
V Prenestino/Centocelle,46
I Centro Storico,98
XI Arvalia/Portuense,89
I Centro Storico,90
XII Monte Verde,54
X Ostia/Acilia,72
II Parioli/Nomentano,37
I Centro Storico,62
I Centro Storico,67
I Centro Storico,100
I Centro Storico,100
III Monte Sacro,85
V Prenestino/Centocelle,30
I Centro Storico,100
I Centro Storico,74
VII San Giovanni/CinecittĂ ,45
I Centro Storico,150
X Ostia/Acilia,62
I Centro Storico,110
IX Eur,166
I Centro Storico,65
I Centro Storico,105
I Centro Storico,77
I Centro Storico,110
II Parioli/Nomentano,121
XI Arvalia/Portuense,50
I Centro Storico,82
I Centro Storico,135
I Centro Storico,68
I Centro Storico,84
I Centro Storico,70
XIII Aurelia,85
I Centro Storico,174
VII San Giovanni/CinecittĂ ,55
I Centro Storico,59
XV Cassia/Flaminia,30
XI Arvalia/Portuense,89
I Centro Storico,65
VII San Giovanni/CinecittĂ ,80
XII Monte Verde,50
I Centro Storico,229
XII Monte Verde,60
I Centro Storico,80
I Centro Storico,71
II Parioli/Nomentano,66
X Ostia/Acilia,120
IX Eur,110
I Centro Storico,98
IX Eur,130
I Centro Storico,94
XI Arvalia/Portuense,30
I Centro Storico,37
I Centro Storico,34
I Centro Storico,34
I Centro Storico,78
I Centro Storico,80
I Centro Storico,100
I Centro Storico,60
XIII Aurelia,51
I Centro Storico,63
II Parioli/Nomentano,110
I Centro Storico,150
I Centro Storico,240
I Centro Storico,42
I Centro Storico,68
V Prenestino/Centocelle,70
VIII Appia Antica,115
I Centro Storico,69
I Centro Storico,114
I Centro Storico,89
I Centro Storico,100
I Centro Storico,109
V Prenestino/Centocelle,62
I Centro Storico,60
VII San Giovanni/CinecittĂ ,45
I Centro Storico,70
II Parioli/Nomentano,75
XII Monte Verde,59
I Centro Storico,50
I Centro Storico,75
V Prenestino/Centocelle,39
I Centro Storico,118
V Prenestino/Centocelle,40
XII Monte Verde,105
I Centro Storico,177
I Centro Storico,299
I Centro Storico,150
I Centro Storico,151
I Centro Storico,115
I Centro Storico,77
I Centro Storico,40
X Ostia/Acilia,63
V Prenestino/Centocelle,24
I Centro Storico,90
IV Tiburtina,50
V Prenestino/Centocelle,46
I Centro Storico,93
VII San Giovanni/CinecittĂ ,49
XII Monte Verde,75
XI Arvalia/Portuense,70
III Monte Sacro,90
I Centro Storico,45
I Centro Storico,103
I Centro Storico,140
I Centro Storico,45
I Centro Storico,70
I Centro Storico,90
I Centro Storico,122
I Centro Storico,120
I Centro Storico,137
I Centro Storico,41
I Centro Storico,119
XV Cassia/Flaminia,38
I Centro Storico,66
I Centro Storico,130
I Centro Storico,70
II Parioli/Nomentano,70
I Centro Storico,48
I Centro Storico,73
II Parioli/Nomentano,50
VII San Giovanni/CinecittĂ ,25
XI Arvalia/Portuense,80
I Centro Storico,86
II Parioli/Nomentano,65
I Centro Storico,132
VII San Giovanni/CinecittĂ ,90
V Prenestino/Centocelle,67
XI Arvalia/Portuense,30
I Centro Storico,160
I Centro Storico,120
I Centro Storico,10
XV Cassia/Flaminia,69
I Centro Storico,58
I Centro Storico,50
V Prenestino/Centocelle,48
I Centro Storico,78
I Centro Storico,129
I Centro Storico,295
I Centro Storico,83
I Centro Storico,150
I Centro Storico,66
I Centro Storico,70
II Parioli/Nomentano,175
XV Cassia/Flaminia,220
XIII Aurelia,80
I Centro Storico,74
X Ostia/Acilia,56
I Centro Storico,118
I Centro Storico,42
II Parioli/Nomentano,70
I Centro Storico,75
I Centro Storico,120
I Centro Storico,98
I Centro Storico,110
I Centro Storico,80
I Centro Storico,132
I Centro Storico,60
I Centro Storico,40
X Ostia/Acilia,90
I Centro Storico,180
I Centro Storico,143
X Ostia/Acilia,49
I Centro Storico,54
I Centro Storico,80
I Centro Storico,200
I Centro Storico,82
X Ostia/Acilia,49
IV Tiburtina,45
I Centro Storico,70
I Centro Storico,40
VII San Giovanni/CinecittĂ ,35
I Centro Storico,281
II Parioli/Nomentano,67
I Centro Storico,117
XV Cassia/Flaminia,26
I Centro Storico,166
I Centro Storico,80
V Prenestino/Centocelle,60
XV Cassia/Flaminia,35
VII San Giovanni/CinecittĂ ,119
I Centro Storico,136
V Prenestino/Centocelle,30
I Centro Storico,93
I Centro Storico,100
I Centro Storico,40
VII San Giovanni/CinecittĂ ,180
I Centro Storico,55
VII San Giovanni/CinecittĂ ,70
V Prenestino/Centocelle,62
VII San Giovanni/CinecittĂ ,60
V Prenestino/Centocelle,37
V Prenestino/Centocelle,32
VIII Appia Antica,24
XIV Monte Mario,60
V Prenestino/Centocelle,46
VI Roma delle Torri,27
X Ostia/Acilia,55
I Centro Storico,78
I Centro Storico,124
V Prenestino/Centocelle,52
I Centro Storico,150
I Centro Storico,54
I Centro Storico,84
I Centro Storico,80
II Parioli/Nomentano,123
II Parioli/Nomentano,201
IX Eur,140
X Ostia/Acilia,80
I Centro Storico,146
V Prenestino/Centocelle,22
VII San Giovanni/CinecittĂ ,50
XIV Monte Mario,52
IV Tiburtina,70
XIII Aurelia,79
I Centro Storico,108
VII San Giovanni/CinecittĂ ,50
I Centro Storico,70
I Centro Storico,31
I Centro Storico,200
XI Arvalia/Portuense,65
XI Arvalia/Portuense,89
XI Arvalia/Portuense,89
I Centro Storico,103
I Centro Storico,36
I Centro Storico,50
VIII Appia Antica,69
I Centro Storico,40
VI Roma delle Torri,35
VII San Giovanni/CinecittĂ ,30
I Centro Storico,100
I Centro Storico,160
XIII Aurelia,42
I Centro Storico,91
I Centro Storico,129
I Centro Storico,100
I Centro Storico,100
I Centro Storico,100
I Centro Storico,88
I Centro Storico,196
I Centro Storico,99
I Centro Storico,40
I Centro Storico,104
I Centro Storico,115
XIII Aurelia,50
I Centro Storico,40
I Centro Storico,34
I Centro Storico,65
I Centro Storico,53
VI Roma delle Torri,70
VII San Giovanni/CinecittĂ ,100
I Centro Storico,86
I Centro Storico,58
I Centro Storico,37
I Centro Storico,37
I Centro Storico,160
I Centro Storico,150
I Centro Storico,106
I Centro Storico,45
VII San Giovanni/CinecittĂ ,63
IX Eur,55
I Centro Storico,85
I Centro Storico,92
I Centro Storico,65
I Centro Storico,37
I Centro Storico,92
I Centro Storico,113
I Centro Storico,93
I Centro Storico,89
III Monte Sacro,25
I Centro Storico,103
I Centro Storico,61
I Centro Storico,64
XIV Monte Mario,70
I Centro Storico,69
I Centro Storico,51
V Prenestino/Centocelle,65
I Centro Storico,53
VII San Giovanni/CinecittĂ ,30
VI Roma delle Torri,30
I Centro Storico,80
I Centro Storico,45
XI Arvalia/Portuense,37
I Centro Storico,46
XIII Aurelia,69
XIII Aurelia,74
I Centro Storico,45
I Centro Storico,100
I Centro Storico,80
V Prenestino/Centocelle,58
I Centro Storico,172
II Parioli/Nomentano,50
V Prenestino/Centocelle,35
I Centro Storico,250
I Centro Storico,58
I Centro Storico,94
I Centro Storico,220
IX Eur,70
I Centro Storico,37
I Centro Storico,41
V Prenestino/Centocelle,82
I Centro Storico,200
I Centro Storico,100
II Parioli/Nomentano,50
XIII Aurelia,38
X Ostia/Acilia,90
VII San Giovanni/CinecittĂ ,50
I Centro Storico,70
IV Tiburtina,49
I Centro Storico,127
I Centro Storico,52
I Centro Storico,100
III Monte Sacro,200
I Centro Storico,69
X Ostia/Acilia,50
VII San Giovanni/CinecittĂ ,90
XII Monte Verde,55
I Centro Storico,89
I Centro Storico,71
I Centro Storico,78
I Centro Storico,55
I Centro Storico,22
IV Tiburtina,120
XIII Aurelia,80
VII San Giovanni/CinecittĂ ,68
I Centro Storico,65
XII Monte Verde,125
I Centro Storico,47
II Parioli/Nomentano,63
I Centro Storico,223
III Monte Sacro,40
I Centro Storico,75
VI Roma delle Torri,25
VII San Giovanni/CinecittĂ ,50
I Centro Storico,188
II Parioli/Nomentano,50
I Centro Storico,45
I Centro Storico,152
I Centro Storico,183
I Centro Storico,50
I Centro Storico,55
I Centro Storico,66
XIV Monte Mario,48
I Centro Storico,109
XI Arvalia/Portuense,96
II Parioli/Nomentano,67
IV Tiburtina,200
I Centro Storico,100
I Centro Storico,60
XI Arvalia/Portuense,65
I Centro Storico,50
I Centro Storico,75
XIII Aurelia,76
XIII Aurelia,50
XIII Aurelia,48
I Centro Storico,95
V Prenestino/Centocelle,126
I Centro Storico,70
I Centro Storico,90
XII Monte Verde,145
I Centro Storico,201
I Centro Storico,117
I Centro Storico,100
I Centro Storico,120
I Centro Storico,68
I Centro Storico,150
IX Eur,45
I Centro Storico,282
I Centro Storico,48
I Centro Storico,106
I Centro Storico,142
I Centro Storico,144
I Centro Storico,144
I Centro Storico,144
I Centro Storico,144
I Centro Storico,158
I Centro Storico,106
XII Monte Verde,40
I Centro Storico,141
I Centro Storico,142
I Centro Storico,144
I Centro Storico,152
I Centro Storico,154
I Centro Storico,156
I Centro Storico,156
I Centro Storico,156
XIV Monte Mario,40
I Centro Storico,150
I Centro Storico,119
I Centro Storico,161
I Centro Storico,150
I Centro Storico,161
I Centro Storico,150
I Centro Storico,184
I Centro Storico,230
I Centro Storico,230
I Centro Storico,242
I Centro Storico,119
I Centro Storico,103
XIV Monte Mario,68
V Prenestino/Centocelle,17
II Parioli/Nomentano,300
VII San Giovanni/CinecittĂ ,51
I Centro Storico,376
I Centro Storico,73
I Centro Storico,160
XIII Aurelia,95
XIII Aurelia,91
XIII Aurelia,91
I Centro Storico,85
XII Monte Verde,89
VII San Giovanni/CinecittĂ ,127
I Centro Storico,150
II Parioli/Nomentano,52
I Centro Storico,80
XIII Aurelia,150
I Centro Storico,98
I Centro Storico,75
XIII Aurelia,103
XI Arvalia/Portuense,89
I Centro Storico,63
I Centro Storico,58
VII San Giovanni/CinecittĂ ,99
XIII Aurelia,68
VIII Appia Antica,80
I Centro Storico,79
I Centro Storico,230
